AIRPORT,DATE,PHASE,FLIGHTS,TOT_TAXI,TOT_REF,TOT_ADD,AVG_ADD
LSZH,2020-06,DEP,2502,20728.85,15791.6065596935,4755.69344030651,1.90075677070604
LSZH,2020-07,DEP,4957,45572.9666666667,35239.3063656719,10097.2103009948,2.03695991547202
LSZH,2020-08,DEP,5419,49860.0666666667,38999.1962500128,10753.3037499872,1.98437050193527
LSZH,2020-09,DEP,4810,43194.9666666667,33934.955433444,9003.66123322262,1.87186304225003
LSZH,2020-10,DEP,4220,39166.4166666667,30727.3237302131,8162.87626978694,1.93433086961776
LSZH,2020-11,DEP,2830,25468.7166666667,18926.5528750698,6383.46379159682,2.25564091575859
LSZH,2020-12,DEP,3239,32696.45,22255.7747569004,10345.4419097663,3.1940234361736
LSZH,2021-01,DEP,2778,34078.2166666667,19639.6820272821,14059.3846393845,5.06097359229105
LSZH,2021-02,DEP,2363,22942.7833333333,15896.8378824111,6810.8121175889,2.88227343105751
LSZH,2021-03,DEP,2882,25802.3333333333,18893.7728166685,6621.47718333151,2.29752851607617
LSZH,2021-04,DEP,3393,31808.1166666667,24021.5683207678,7502.96501256556,2.2113071065622
LSZH,2021-05,DEP,4014,35311.5833333333,27670.8006204254,7310.53271290793,1.82125877252315
LSZH,2021-06,DEP,5113,47263.6166666667,35099.4111819807,11859.555484686,2.31949060916995
LSZH,2021-07,DEP,7652,90968.7,58461.8717587618,32258.0949079048,4.21564230369901
LSZH,2021-08,DEP,8098,86826.4666666667,61462.4891620094,25159.9441713239,3.10693309105013
LSZH,2021-09,DEP,8037,83611.5666666667,59673.2468193951,23684.1698472716,2.9468918560746
LSZH,2021-10,DEP,8369,91146.0166666667,63333.3878810119,27477.1121189881,3.28320135248992
LSZH,2021-11,DEP,6623,71801.85,49997.3128366419,21498.3871633581,3.24601950224341
LSZH,2021-12,DEP,6971,80200.35,54102.1095813804,25818.3070852863,3.70367337330172
